date,year,vix,ivr,ivp,iv_signal,trend,regime,strategy_key_actual,state
2025-11-03,2025,17.17,11.1,53.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2025-11-04,2025,19.0,15.7,70.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2025-11-05,2025,18.01,13.2,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2025-11-06,2025,19.5,17.0,74.5,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2025-11-07,2025,19.08,16.0,71.7,HIGH,BULLISH,NORMAL,,c_ivp_blocks
2025-11-10,2025,17.6,12.2,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2025-11-11,2025,17.28,11.4,55.0,NEUTRAL,BULLISH,NORMAL,,d_open
2025-11-12,2025,17.51,12.0,57.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2025-11-26,2025,17.19,11.2,48.6,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2025-11-28,2025,16.35,9.0,31.9,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-01,2025,17.24,11.3,49.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2025-12-02,2025,16.59,9.7,37.8,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-03,2025,16.08,8.4,26.7,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-04,2025,15.78,7.6,21.5,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-05,2025,15.41,6.7,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-08,2025,16.66,9.8,41.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2025-12-09,2025,16.93,10.5,45.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2025-12-10,2025,15.77,5.7,19.9,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-12,2025,15.74,5.6,19.5,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-15,2025,16.5,7.0,34.7,LOW,BULLISH,NORMAL,,a_double_blocked
2025-12-16,2025,16.48,6.9,34.3,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-07,2026,15.38,4.9,17.1,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-08,2026,15.45,5.1,18.3,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-12,2026,15.12,4.2,13.9,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-13,2026,15.98,6.5,27.5,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-14,2026,16.75,8.4,45.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-01-15,2026,15.84,6.1,25.9,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-16,2026,15.86,6.2,26.7,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-21,2026,16.9,8.8,47.8,NEUTRAL,BULLISH,NORMAL,,d_open
2026-01-22,2026,15.64,5.6,20.7,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-23,2026,16.09,6.7,29.1,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-26,2026,16.15,6.9,29.9,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-27,2026,16.35,7.4,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-28,2026,16.35,7.4,32.3,LOW,BULLISH,NORMAL,,a_double_blocked
2026-01-29,2026,16.88,8.8,47.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-01-30,2026,17.44,10.2,55.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-02-02,2026,16.34,7.4,31.9,LOW,BULLISH,NORMAL,,a_double_blocked
2026-02-03,2026,18.0,11.7,61.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-02-09,2026,17.36,10.0,53.8,NEUTRAL,BULLISH,NORMAL,,d_open
2026-02-10,2026,17.79,11.1,58.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-02-11,2026,17.65,10.8,57.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-02-25,2026,17.93,11.5,57.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-13,2026,19.12,20.7,65.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-14,2026,18.36,20.3,59.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-15,2026,18.17,23.1,59.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-16,2026,17.94,22.0,57.0,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-17,2026,17.48,19.7,51.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-04-20,2026,18.87,26.5,64.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-21,2026,19.5,29.6,69.7,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-22,2026,18.92,31.0,65.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-23,2026,19.31,33.2,69.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-24,2026,18.71,29.8,64.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-27,2026,18.02,25.9,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-28,2026,17.83,24.8,55.8,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-29,2026,18.81,30.4,66.1,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-04-30,2026,16.89,19.5,43.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-01,2026,16.99,20.0,45.4,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-04,2026,18.29,27.4,62.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-05,2026,17.38,22.2,51.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-06,2026,17.39,22.3,51.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-07,2026,17.08,20.5,45.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-08,2026,17.19,21.2,47.8,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-11,2026,18.38,27.9,65.3,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-12,2026,17.99,25.7,60.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-13,2026,17.87,25.0,59.4,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-14,2026,17.26,21.6,50.2,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-15,2026,18.43,28.2,66.5,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-18,2026,17.82,24.7,58.6,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-19,2026,18.06,26.1,62.9,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-20,2026,17.44,22.6,53.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-21,2026,16.76,18.7,40.2,NEUTRAL,BULLISH,NORMAL,,c_ivp_blocks
2026-05-22,2026,16.7,18.4,38.6,LOW,BULLISH,NORMAL,,a_double_blocked
2026-05-26,2026,17.01,20.1,47.0,NEUTRAL,BULLISH,NORMAL,bull_put_spread,d_open
2026-05-27,2026,16.29,16.0,26.7,LOW,BULLISH,NORMAL,,a_double_blocked
